Season,Episode,Game,Round,A or B,Question,Contestant,Contestant Answer,Panelist 1,Panelist 1 Answer,Panelist 1 Matched,Panelist 2,Panelist 2 Answer,Panelist 2 Matched,Panelist 3,Panelist 3 Answer,Panelist 3 Matched,Panelist 4,Panelist 4 Answer,Panelist 4 Matched,Panelist 5,Panelist 5 Answer,Panelist 5 Matched,Panelist 6,Panelist 6 Answer,Panelist 6 Matched
75,373,451,2,A,"Aladdin took his magic lamp back to the magic lamp store and said, ""This lamp you sold me doesn't work. I asked it for a flock of chickens, and all I got is a yard full of blank.""",John Murdoch,chicken dust,Robert Vaughn,eggs,no,Brett Somers,chicken doo doo,yes,Gary Burghoff,chicken do,yes,,,,Richard Dawson,fertilizer,yes,Mitzi McCall,duty,yes
75,373,451,2,B,"The psychiatrist said, ""My next patient, the cowboy, is a real, real wacko. He's crazy. He keeps trying to blank my bust of Sigmund Freud.""",Carolita Fraley,ride,Robert Vaughn,lasso,no,Brett Somers,ride,yes,Gary Burghoff,ride,yes,Patty Duke Astin,rope,no,Richard Dawson,lasso,no,Mitzi McCall,rope,no
75,374,452,1,B,The absent-minded surgeon left his medical bag in the operating room and put a blank in the trunk of his car.,Sheila Stevens,patient,Robert Vaughn,suitcase,no,Brett Somers,body,yes,Gary Burghoff,patient,yes,Patty Duke Astin,tonsil,no,Richard Dawson,gallbladder,no,Mitzi McCall,tonsil,no
75,374,452,1,A,"Gary Burghoff said, ""I've been talking to my houseplant every day for weeks now, and that plant's starting to get really pushy. This morning, it told me to blank.""",John Murdoch,leaf,Robert Vaughn,drop dead,no,Brett Somers,drop dead,no,Gary Burghoff,shove off,yes,Patty Duke Astin,dry up,no,Richard Dawson,drop dead,no,Mitzi McCall,shovel it,yes
75,374,452,2,B,"You all remember when Anthony Quinn played Zorba the Greek? Well, he's in a new movie about a circus sideshow, and he plays Zorba the Blank.",Sheila Stevens,clown,Robert Vaughn,grinch,no,,,,,,,Patty Duke Astin,freak,no,Richard Dawson,freak,no,Mitzi McCall,geek,no
75,374,452,2,A,"George said to Leonard, ""No wonder when you hitchhike you never get a ride. You're supposed to stick out your thumb, not your blank.""",John Murdoch,behind,Robert Vaughn,skirt,no,Brett Somers,tongue,no,,,,Patty Duke Astin,nose,no,Richard Dawson,tongue,no,,,
75,374,452,tie1,A,"Dumb Dora said, ""I don't have to worry about anybody stealing my car. I blanked the tires to my driveway.""",Sheila Stevens,glued,Robert Vaughn,stuck,yes,Brett Somers,chain,no,Gary Burghoff,nailed,no,Patty Duke Astin,cement,yes,Richard Dawson,glued,yes,Mitzi McCall,nail,no
75,374,452,tie1,B,People were shocked when they arrived at the wedding. The bride and groom were both blank.,John Murdoch,drunk,Robert Vaughn,drunk,yes,Brett Somers,pregnant,no,Gary Burghoff,pregnant,no,Patty Duke Astin,naked,no,Richard Dawson,making love,no,Mitzi McCall,preggie,no
75,375,453,1,B,"Sergeant Harris, the army bugler, went sleepwalking through the barracks, and when he woke up, he discovered he was trying to play Reveille on a blank.",Melvinie Johnson,drum,Robert Vaughn,private,no,Brett Somers,wac,no,Gary Burghoff,cannon,no,Patty Duke Astin,pillow,no,Richard Dawson,rifle,no,Mitzi McCall,comb,no
75,375,453,1,A,"Richard Dawson said, ""Outside the studio today, I met a weird guy. He actually tried to sell me a nude picture of blank.""",Sheila Stevens,brett,Robert Vaughn,gerald ford,no,Brett Somers,gene rayburn,no,Gary Burghoff,brett,yes,Patty Duke Astin,lassie,no,Richard Dawson,brett,yes,Mitzi McCall,brett somers,yes
75,375,453,2,B,It was so cold in the burlesque house that the strippers all wore blank warmers.,Melvinie Johnson,booby,Robert Vaughn,boob,yes,Brett Somers,earmuff,no,Gary Burghoff,boob and bum,yes,Patty Duke Astin,boob,yes,Richard Dawson,boob,yes,Mitzi McCall,booby,yes
75,375,453,2,A,"The countess said, ""The Marquis De Sade is mean. At my party, I caught him in the bathtub blanking my rubber duck.""",Sheila Stevens,beating,Robert Vaughn,beating,yes,Brett Somers,drowning,no,,,,Patty Duke Astin,trying to drown,no,,,,,,
75,376,454,1,B,"Lawrence Welk said, ""Okay boys, take away the bubble machine. I blame it on the champagne bubbles that the Lennon Sisters are blank.""",Dennis Pappas,high,Greg Morris,bombed,yes,Brett Somers,drunk,yes,Gary Burghoff,drunk,yes,Joyce Bulifant,drunk bubble dancers,yes,Richard Dawson,pregnant,no,Fannie Flagg,drunk,yes
75,376,454,1,A,"The nurse said, ""Dr. Quackenbush may be a sloppy surgeon, but it's not his fault. You see, he never went to medical school. A blank taught him how to operate.""",Melvinie Johnson,veterinarian,Greg Morris,drunken carpenter,no,Brett Somers,barber,no,Gary Burghoff,butcher,no,Joyce Bulifant,patient,no,Richard Dawson,tailor,no,Fannie Flagg,butcher,no
75,376,454,2,B,"Grandpa said, ""My hearing aid fell into Grandma's mashed potatoes, and Grandma ate it. Now if you want me to hear what you're saying, you have to talk into Grandma's blank.""",Dennis Pappas,fanny,,,,,,,,,,,,,Richard Dawson,navel,no,,,
75,376,454,2,A,"Jack said, ""My wife Marge is a magician in the kitchen. She can blank a turkey while it's still moving.""",Melvinie Johnson,pluck,Greg Morris,bone,no,Brett Somers,baste,no,Gary Burghoff,pluck,yes,,,,,,,,,
75,376,455,1,B,"Charlie Chan say, ""Honorable mother of Charlie Chan study Kung Fu. Very useful. With hand only, she chop blank.""",Bonnie Sherwin,suey,Greg Morris,suey,yes,Brett Somers,meat,no,Gary Burghoff,number one son,no,Joyce Bulifant,rice,no,Richard Dawson,suey,yes,Fannie Flagg,meat,no
75,377,455,1,A,"Fannie Flagg said, ""I have a t-shirt with a picture of a mountain on it. I lent my t-shirt to Brett. When she put it on, the mountain turned into a blank.""",Dennis Pappas,molehill,Greg Morris,molehill,yes,Brett Somers,anthill,no,Gary Burghoff,molehill,yes,Joyce Bulifant,molehill,yes,Richard Dawson,plateau,no,Fannie Flagg,desert,no
75,377,455,2,B,"The mad scientist said, ""I just crossed an elephant with a bunny, and you know what I got? I got an elephant that blanks like a rabbit.""",Bonnie Sherwin,makes love,,,,Brett Somers,jumps,no,Gary Burghoff,loves,yes,Joyce Bulifant,hops,no,,,,Fannie Flagg,hops,no
75,377,455,2,A,"The Green Bay Packers got so angry at Howard Cosell, they stormed into the press booth and tied Howard's tongue to his blank.",Dennis Pappas,foot,,,,Brett Somers,boots,yes,,,,,,,Richard Dawson,rug,no,Fannie Flagg,toupee,no
75,377,456,1,A,"The stripper said to the nightclub manager, ""I want a new dressing room! The musician next door to me just poked a peephole through the wall with his blank.""",Marcia Kaufman,trombone,Greg Morris,piccolo,no,Brett Somers,horn,yes,Gary Burghoff,drumsticks,no,Joyce Bulifant,french horn,no,Richard Dawson,instrument,no,Fannie Flagg,instrument,no
75,377,456,1,B,"I've got a poem for you: ""There was a fellow, name of Hi, who trained himself a little fly. One day, he started him to cry, he couldn't find his little fly. His mother said, 'Oh, Hi, don't cry. I see your fly. It's in your blank.'""",Dennis Pappas,pie,Greg Morris,pie,yes,Brett Somers,pants,no,Gary Burghoff,pants,no,Joyce Bulifant,pie,yes,Richard Dawson,pie,yes,Fannie Flagg,eye,no
75,378,456,2,A,"Marcia said, ""It's positively abnormal how serious my husband is about scuba diving. He even wore his mask and flippers to a blank.""",Marcia Kaufman,party,Greg Morris,formal dance,yes,,,,Gary Burghoff,steam bath,no,Joyce Bulifant,ball,yes,Richard Dawson,funeral,no,Fannie Flagg,party,yes
75,378,456,2,B,"George fell asleep and dreamed he was a mighty lumberjack. When he woke up, he discovered he had chopped down his blank.",Dennis Pappas,tree,,,,Brett Somers,house,no,Gary Burghoff,bed,no,,,,,,,Fannie Flagg,bed,no
75,378,457,1,B,"The Eskimo said, ""Never, never again will I rub noses with a blank.""",Judy Adams,seal,Greg Morris,walrus,no,Brett Somers,penguin,no,Gary Burghoff,polar bear,no,Joyce Bulifant,explorer,no,Richard Dawson,penguin,no,Fannie Flagg,polar bear,no
75,378,457,1,A,"You all know that Joyce Bulifant is the Chicken of the Sea mermaid. Joyce said, ""I've been under the sea for so long, I'm beginning to get blank.""",Marcia Kaufman,fins,Greg Morris,waterlogged,no,Brett Somers,withered,no,Gary Burghoff,waterlogged,no,Joyce Bulifant,wrinkled,no,Richard Dawson,wrinkled,no,Fannie Flagg,wrinkles,no
75,379,457,2,B,"Betty said, ""I think my husband has been a policeman too long. Last night, while he was sound asleep, he read me my rights, then he blanked me.""",Judy Adams,handcuffed,Greg Morris,slapped,no,Brett Somers,arrested,no,Gary Burghoff,arrested,no,Joyce Bulifant,shot,no,Richard Dawson,busted,no,Fannie Flagg,arrested,no
75,379,457,2,A,"One counterfeiter said to the other, ""I'm telling you this dollar bill you've made is no good. Who ever heard of George Washington with a blank?""",Marcia Kaufman,hat,Greg Morris,yarmulke,yes,Brett Somers,without a wig,no,Gary Burghoff,crew cut,no,Joyce Bulifant,gird,no,Richard Dawson,hernia,no,,,
75,379,458,1,A,"Everybody here knows how wonderful Greg Morris was on Mission: Impossible. Greg Morris said, ""My honeymoon was really an impossible mission. As soon as we got into the hotel room, my blank began to self-destruct.""",William Mitchell,body,Greg Morris,wife,no,Brett Somers,bride,no,Gary Burghoff,bride,no,Joyce Bulifant,confidence,no,Richard Dawson,passion,no,Fannie Flagg,wife,no
75,379,458,1,B,"Tarzan said, ""Me hate April Fools' Day. Last April, Jane put blank on my vine.""",Marcia Kaufman,grease,Greg Morris,grease,yes,Brett Somers,grease,yes,Gary Burghoff,grease,yes,Joyce Bulifant,grease,yes,Richard Dawson,grease,yes,Fannie Flagg,grease,yes
75,379,458,2,B,"Phil said, ""There's this mailbox near my house that's almost human. Whenever I put in a letter, it blanks.""",William Mitchell,speaks,Greg Morris,snatches it,no,Brett Somers,reads it,no,Gary Burghoff,gags,no,,,,,,,,,
75,380,459,1,A,"A bottle washed up on shore with this message in it: ""I'm stranded on a desert island with the most beautiful girl in the world. Don't rescue me. Just send blank.""",Terri Ferreri,a bed,Greg Morris,oxygen,no,Brett Somers,money,no,Gary Burghoff,soap,no,Joyce Bulifant,more girls,no,Richard Dawson,vitamins,no,Fannie Flagg,food,no
75,380,459,1,B,"Papa Bear said to the sweet little girl, ""I don't care if you are Goldilocks, get your blank out of my porridge!""",Marcia Kaufman,fingers,Greg Morris,body,no,Brett Somers,asp,no,Gary Burghoff,curls,no,Joyce Bulifant,locks,no,Richard Dawson,spoon,no,Fannie Flagg,fingers,yes
75,380,459,2,A,"Here's a TV Guide listing: ""Thursday night, NBC, Ironside. Chief Ironside is feeling really mean, so he goes out and blanks the Waltons.""",Terri Ferreri,arrests,Greg Morris,busts,yes,Brett Somers,arrests,yes,Gary Burghoff,rolls over,no,Joyce Bulifant,runs over them in his wheelchair,no,Richard Dawson,busts,yes,Fannie Flagg,runs over them with his wheelchair,no
75,380,459,2,B,"A road-paving company just merged with Colonel Sanders. For under a buck, they'll tar and feather your blank.",Marcia Kaufman,children,Greg Morris,chicken,no,Brett Somers,mate,no,Gary Burghoff,chicken,no,Joyce Bulifant,fanny,no,Richard Dawson,thighs,no,,,
75,381,460,1,B,"Mickey Mouse said, ""I just turned 46 years old, and you know, I haven't had a good blank since 1959.""",Carol Hanna,loving,Bert Convy,piece of cheese,no,Brett Somers,girlfriend,no,Gary Burghoff,picture,no,Mary Ann Mobley,meal,no,Richard Dawson,piece of cheddar,no,Betty White,piece of cheese,no
75,381,460,1,A,The NBC executives fired Michael Landon when they discovered that the Little House on the Prairie was a blank.,Terri Ferreri,barn,Bert Convy,bordello,no,Brett Somers,brothel,no,Gary Burghoff,tenement,no,Mary Ann Mobley,house of ill repute,no,Richard Dawson,bordello,no,Betty White,kadooie,no
75,381,460,2,B,"Count Dracula said, ""I am going today to the Big League baseball game because today is blank day.""",Carol Hanna,vampire,Bert Convy,bat,no,Brett Somers,bat,no,Gary Burghoff,bat,no,Mary Ann Mobley,ladies blood,no,Richard Dawson,donors,no,Betty White,batboy,yes
75,381,460,2,A,"Sitting Bull say, ""Crazy Horse, he crazy. When me tell him, 'let us bury hatchet,' him bury hatchet in blank.""",Terri Ferreri,scalp,Bert Convy,me,no,Brett Somers,my head,yes,Gary Burghoff,warbonnet,no,Mary Ann Mobley,my head,yes,,,,,,
75,382,461,1,A,"A beauty hint from Bert Convy: Bert Convy says, ""The reason my skin stays so baby soft is that every night, instead of sleeping in a bed, I sleep in a bathtub full of blank.""",Sandy Lurey,baby lotion,Bert Convy,mayonnaise,no,Brett Somers,pretty girls,no,Gary Burghoff,milk,no,Mary Ann Mobley,milk,no,Richard Dawson,baby oil,yes,Betty White,milk,no
75,382,461,1,B,"As they were about to give Rocco the electric chair, the warden said, ""Rocco, do you have a last request?"" and Rocco said, ""Yeah, warden, do you mind if I blank?""",Terri Ferreri,smoke,Bert Convy,eat,no,Brett Somers,leave,no,Gary Burghoff,live,no,Mary Ann Mobley,pass,no,Richard Dawson,leave,no,Betty White,go home,no
75,382,461,2,A,"A little limerick: ""Said a flaky young lady named Chris, 'To be like Cleopatra is bliss.' She made people gasp when she sat on her asp, but the snake merely gave her a blank.""",Sandy Lurey,kiss,Bert Convy,kiss,yes,Brett Somers,hiss,no,Gary Burghoff,hiss,no,Mary Ann Mobley,kiss,yes,,,,Betty White,kiss,yes
75,382,461,2,B,"Davy Crockett's wife said, ""My husband Davy ain't fit to live with. This afternoon, while I was cooking, he barged right into the kitchen and started stirring the stew with his blank.""",Terri Ferreri,gun,Bert Convy,tomahawk,no,Brett Somers,pistol,yes,Gary Burghoff,gun,yes,Mary Ann Mobley,shotgun,yes,Richard Dawson,rifle,yes,Betty White,gun,yes
75,382,462,1,A,"Say, did you see the headline in the Hollywood Gazette? ""Brett Somers arrested for impersonating a blank.""",Jim Somerset,drunk,Bert Convy,fella,no,Brett Somers,star,no,Gary Burghoff,guy,no,Mary Ann Mobley,human,no,Richard Dawson,female,no,Betty White,person,no
75,383,462,1,B,"The Ty-D-Bol man said, ""I got this job because I had previous experience. I used to work in a blank.""",Terri Ferreri,sewer,Bert Convy,reservoir,no,Brett Somers,toi-toi factory,no,Gary Burghoff,aquarium,no,Mary Ann Mobley,los angeles sanitation department,no,Richard Dawson,sewer,yes,Betty White,fish tank,no
75,383,462,2,A,Gloria got hungry in the woods and started eating fireflies. Now her blank lights up in the dark.,Jim Somerset,behind,Bert Convy,tail,yes,Brett Somers,navel,no,Gary Burghoff,bust,no,Mary Ann Mobley,ears,no,Richard Dawson,nose,no,Betty White,nose,no
75,383,462,2,B,"A little riddle for you: What goes, ""Ho ho ho! [swish]""? The answer: blank caught in a revolving door.",Terri Ferreri,santa,Bert Convy,santa claus,yes,Brett Somers,santa claus,yes,Gary Burghoff,santa claus,yes,,,,,,,Betty White,santa,yes
75,383,463,1,B,"The rabbit said, ""Woe is me! I had an accident with a porcupine. Now it hurts when I blank.""",Dolly Pressler,sit,Bert Convy,hop,no,Brett Somers,hop,no,Gary Burghoff,hop,no,Mary Ann Mobley,hop,no,Richard Dawson,hop,no,Betty White,multiply,no
75,383,463,1,A,"Grandma said, ""Oh, my life with Grandpa was dull, dull, dull, dull, dull. Ah! Until I put blank in his hot chocolate.""",Terri Ferreri,aphrodisiac,Bert Convy,tabasco,no,Brett Somers,pepper,no,Gary Burghoff,booze,no,Mary Ann Mobley,geritol,no,Richard Dawson,geritol,no,Betty White,booze,no
75,384,463,2,B,"I have a TV Guide listing for you: Thursday night, NBC, Ironside. Chief Ironside loses his blank on the Golden Gate Bridge.",Dolly Pressler,wheelchair,Bert Convy,virtue,no,Brett Somers,el fat,no,Gary Burghoff,wheels,yes,Mary Ann Mobley,wheelchair,yes,Richard Dawson,virginity,no,Betty White,wheelchair,yes
75,384,463,2,A,"The ballerina said, ""I think that new male dancer is nearsighted. In the grand finale, instead of lifting me by my hips, he lifted me by my blank.""",Terri Ferreri,armpits,Bert Convy,tutu,no,Brett Somers,buns,no,Gary Burghoff,bosoms,no,Mary Ann Mobley,bosoms,no,Richard Dawson,bosoms,no,Betty White,bosom,no
75,384,464,1,A,"Elvis said, ""I don't much like singing before old people. At my last performance, a 97-year-old lady threw her blank up on stage.""",Linda Tejeda,garter,Bert Convy,teeth,no,Brett Somers,falsies,no,Gary Burghoff,teeth,no,Mary Ann Mobley,false teeth,no,Richard Dawson,pantyhose,no,Betty White,teeth,no
75,384,464,1,B,"Kate said to the psychiatrist, ""When my husband first said he was an elephant, I laughed. But now he's starting to blank.""",Dolly Pressler,spray water on me with his trunk,Bert Convy,grow a trunk,no,Brett Somers,spray me with his trunk,yes,Gary Burghoff,remember everything,no,Mary Ann Mobley,trumpet,no,Richard Dawson,remember things,no,Betty White,get trunk,no
75,385,464,2,A,"I have a TV Guide listing for you: Sunday night, CBS, Apple's Way. It is a sad day at the Apple household when Apple discovers his family has a blank in it.",Linda Tejeda,child,Bert Convy,worm,no,Brett Somers,worm,no,Gary Burghoff,worm,no,Mary Ann Mobley,fibber,no,Richard Dawson,worm,no,Betty White,worm,no
75,385,465,1,B,"In Las Vegas, they threw the kangaroo out of the casino when they caught him stuffing a blank into his pouch.",Bob Schaffer,roulette wheel,Bert Convy,chip,no,Brett Somers,pit man,no,Gary Burghoff,jackpot,no,Mary Ann Mobley,chip,no,Richard Dawson,marked card deck,no,Betty White,stack of chips,no
75,385,465,1,A,"Betty White said, ""I have this very smart dog named Fido. Not only does he watch TV, but whenever my husband Allen Ludden comes on, Fido blanks the set.""",Dolly Pressler,tinkles on,Bert Convy,goes on,yes,Brett Somers,turns off,no,Gary Burghoff,waters,yes,Mary Ann Mobley,wets,yes,Richard Dawson,dampens,yes,Betty White,kisses,no
75,385,465,2,A,Bernie would do anything to embarrass his relatives. He even wore a gorilla suit to his own blank.,Bob Schaffer,wedding,Bert Convy,wedding,yes,Brett Somers,wedding,yes,Gary Burghoff,funeral,no,Mary Ann Mobley,wedding,yes,Richard Dawson,wedding,yes,Betty White,wedding,yes
75,385,465,2,B,"George said, ""My wife needs glasses. This morning at breakfast, she dunked my blank in her coffee.""",Dolly Pressler,tie,,,,Brett Somers,napkin,no,,,,,,,,,,Betty White,donut,no
75,386,466,1,B,"Old Man Periwinkle said, ""At the home, we're just too old to have a wife-swapping party, so we all get drunk and we have a blank-swapping party.""",Janet Ludlow,teeth,Dwayne Hickman,false teeth,yes,Brett Somers,bed,no,Gary Burghoff,wheelchair,no,Carol Lawrence,nurse,no,Richard Dawson,denture,yes,Marcia Wallace,denture,yes
75,386,466,1,A,"Waldo is a strange little boy. Right after he joined the Cub Scouts, he ran home and tied his blank in a knot.",Bob Schaffer,mother,Dwayne Hickman,blanket,no,Brett Somers,sister,no,Gary Burghoff,mother,yes,Carol Lawrence,neckerchief,no,Richard Dawson,sister,no,Marcia Wallace,beanie,no
75,386,466,2,B,"Tarzan said, ""Last night, have blizzard in jungle. Today, me see gorilla wearing blank.""",Janet Ludlow,earmuffs,,,,Brett Somers,fur coat,no,Gary Burghoff,snowsuit,no,Carol Lawrence,earmuffs,yes,,,,,,
75,386,466,2,A,"Lola the stripper said, ""I just got some special insurance from Allstate. I feel secure now, because I know my blanks are in good hands.""",Bob Schaffer,boobs,Dwayne Hickman,boobs,yes,Brett Somers,mammary glands,yes,,,,Carol Lawrence,boobs,yes,Richard Dawson,bosoms,yes,Marcia Wallace,bosoms,yes
75,387,467,1,A,"I have a TV Guide listing from 1953: Monday night, CBS, I Love Lucy. A typical day at the Ricardo household: Ricky brings home a stuffed moose and Lucy tries to blank it.",Toni Clinnard,cook,Dwayne Hickman,cook,yes,Brett Somers,roast,yes,Gary Burghoff,cook,yes,Carol Lawrence,cook,yes,Richard Dawson,cook,yes,Marcia Wallace,cook,yes
75,387,467,1,B,"Dumb Donald was so dumb, he wallpapered his bedroom with flypaper. An hour later, 88 flies and his blank were stuck to the wall.",Bob Schaffer,wife,Dwayne Hickman,bed,no,Brett Somers,wife,yes,Gary Burghoff,wife,yes,Carol Lawrence,bathtub,no,Richard Dawson,hand,no,Marcia Wallace,jammies,no
75,387,467,2,A,"Marvin said, ""The Titanic was built so well, it took a giant iceberg to sink it, but my rowboat is so cheap, it sank when it ran into a blank.""",Toni Clinnard,wave,Dwayne Hickman,ice cube,no,,,,,,,,,,Richard Dawson,wave,yes,Marcia Wallace,sponge,no
75,387,468,1,B,"A bicentennial question for you: If the Pilgrims had landed in the African jungle instead of at Plymouth Rock, your mother would spend Thanksgiving trying to stuff a blank.",Enid Lays,gorilla,Dwayne Hickman,elephant,no,Brett Somers,tiger,no,Gary Burghoff,ostrich,no,Carol Lawrence,missionary,no,Richard Dawson,ape,yes,Marcia Wallace,rhino,no
75,388,468,1,A,"You all remember Dwayne Hickman's hit TV series ""The Many Loves of Dobie Gillis?"" Dwayne Hickman said, ""In real life, I was just like Dobie Gillis. I got expelled from high school when the principal caught me playing blank with a cheerleader.""",Toni Clinnard,doctor,Dwayne Hickman,post office,no,Brett Somers,doctor,yes,Gary Burghoff,doctor,yes,Carol Lawrence,hooky,no,Richard Dawson,doctor,yes,Marcia Wallace,hooky,no
75,388,468,2,A,"Monty Hall said, ""You know that guy we had on Let's Make a Deal last week who came dressed as a duck? I think he really was a duck. As soon as he saw what he won, he blanked.""",Enid Lays,quacked,Dwayne Hickman,quacked,yes,Brett Somers,quacked,yes,Gary Burghoff,quacked,yes,Carol Lawrence,quacked,yes,,,,Marcia Wallace,quacked,yes
75,388,468,2,B,"Smokey the Bear said, ""Oh, I just spent six months in hibernation. Boy, do I need a blank.""",Toni Clinnard,girl bear,Dwayne Hickman,girl bear,yes,,,,,,,Carol Lawrence,lady bear,yes,,,,Marcia Wallace,bath,no
75,388,469,1,A,"The Exorcist said, ""If that little girl can really make her bed rise to the ceiling, let's not exorcise her. Let's rent her out as a blank.""",Kathy Gamby,houdini,Dwayne Hickman,elevator,no,Brett Somers,levitator,no,Gary Burghoff,weather balloon,no,Carol Lawrence,blimp,no,Richard Dawson,elevator,no,Marcia Wallace,motel,no
75,388,469,1,B,"Harry the high school principal said, ""I wish we'd get a new clapper for the school bell. I'm tired of clanging it with my blank.""",Enid Lays,head,Dwayne Hickman,head,yes,Brett Somers,clanger,no,Gary Burghoff,students,no,Carol Lawrence,head,yes,Richard Dawson,head,yes,Marcia Wallace,wife,no
75,389,469,2,A,"Milton said, ""I will never again take another cruise on a banana boat. Two days out, I discovered the entire crew was blank.""",Kathy Gamby,peeling,Dwayne Hickman,bananas,no,Brett Somers,monkeys,no,Gary Burghoff,bananas,no,Carol Lawrence,seasick,no,Richard Dawson,gay,no,Marcia Wallace,bananas,no
75,389,470,1,B,"I just came from New York and I want to tell you something. They've got a new type of men's room there, and let me tell you how it works. If you try to sneak in under the door without putting in a dime, it blanks you.",Jim Lawrence,zaps,Dwayne Hickman,punches,yes,Brett Somers,gooses,no,Gary Burghoff,mugs,no,Carol Lawrence,wets,no,Richard Dawson,flushes,no,Marcia Wallace,mugs,no
75,389,470,1,A,"Carol Lawrence said, ""Everybody thinks that my husband Robert Goulet is very serious. But at home, he's a riot. Even his blank makes me laugh.""",Enid Lays,singing voice,Dwayne Hickman,singing,yes,Brett Somers,face,no,Gary Burghoff,voice,yes,Carol Lawrence,jokes,no,Richard Dawson,lovemaking,no,Marcia Wallace,teeth,no
75,389,470,2,B,"Nobody in Hollywood knows this, but Tony Orlando and Dawn are blank.",Jim Lawrence,married,,,,Brett Somers,really sonny and cher,no,Gary Burghoff,as different as day and night,no,Carol Lawrence,married,yes,Richard Dawson,the andrews sisters,no,Marcia Wallace,married,yes
75,389,470,2,A,"Shirley said, ""On my vacation in Africa, the cannibals didn't even try to eat me. I disguised myself as a blank.""",Enid Lays,tree,,,,Brett Somers,headhunter,no,,,,Carol Lawrence,monkey,no,Richard Dawson,toadstool,no,Marcia Wallace,rhino,no
75,390,471,1,B,"On the airplane, Stephanie said to Jessica, ""I don't have much confidence in this airline. I just saw the pilot, and he had a blank sticking out of his pocket.""",Carol Tucker,bottle of booze,Dwayne Hickman,learner's permit,no,Brett Somers,flask and/or bottle,no,Gary Burghoff,parachute,no,Carol Lawrence,bottle,yes,Richard Dawson,bottle,yes,Marcia Wallace,banana,no
75,390,471,1,A,"Nate the delicatessen owner is a fantastic violinist, but he doesn't use a bow. He strokes the violin with his blank.",Jim Lawrence,salami,Dwayne Hickman,salami,yes,Brett Somers,pastrami,no,Gary Burghoff,salami,yes,Carol Lawrence,wiener,no,Richard Dawson,salami,yes,Marcia Wallace,salami,yes
75,390,471,2,B,Weird Sylvester was thrown out of the department store when they caught him blanking the mannequins.,Carol Tucker,loving,Dwayne Hickman,undressing,no,,,,Gary Burghoff,kissing,yes,,,,,,,Marcia Wallace,dating,no
75,390,471,2,A,"Jack said, ""I dreamed I was a circus performer who jumped off a tower into a tank of water. When I woke up, I found I had jumped headfirst into the blank.""",Jim Lawrence,john,,,,Brett Somers,brink,no,,,,Carol Lawrence,toilet,yes,,,,,,
75,391,472,1,A,"All the Eskimo boys at Eskimo High School want to go out with Nanookla the Eskimo cheerleader because instead of rubbing noses, Nanookla likes to rub blanks.",Janet Ryan,bottoms,Avery Schreiber,lips,no,Brett Somers,buns,yes,Gary Burghoff,tushies,yes,Trish Stewart,eskimo pies,no,Richard Dawson,derriere,yes,Patti Deutsch,fishies,no
75,391,472,1,B,"The 19-year-old girl said, ""I just came back from Niagara Falls where I honeymooned with my 102-year-old husband. I spent the entire two weeks blanking.""",Jim Lawrence,sleeping,Avery Schreiber,waiting,no,Brett Somers,watching tv,no,Gary Burghoff,mourning,no,Trish Stewart,kissing,no,Richard Dawson,trying,no,Patti Deutsch,crying,no
75,391,472,2,A,"Elwood said, ""My dog is so unfriendly, he won't even come to me unless I tie a blank around my neck.""",Janet Ryan,bone,Avery Schreiber,steak,no,,,,,,,Trish Stewart,bone,yes,,,,Patti Deutsch,piece of meat,no
75,391,472,2,B,"The White House butler said, ""We had a party at the White House during the big blizzard. President Ford was the hit of the evening when he ran outside and blanked down the White House steps.""",Jim Lawrence,skied,Avery Schreiber,fell,no,Brett Somers,fell,no,Gary Burghoff,streaked,no,,,,Richard Dawson,skied,yes,Patti Deutsch,taken himself,no
75,391,473,1,A,"Avery Schreiber is really a klutz. Last week, while he was showing home movies, Avery threaded his blank through the projector.",Nancy Cash,tie,Avery Schreiber,mustache,no,Brett Somers,permanent wave and/or hair,no,Gary Burghoff,hair,no,Trish Stewart,tie,yes,Richard Dawson,hair,no,Patti Deutsch,tongue,no
75,392,473,1,B,"The caveman said, ""I just went to a very unusual wedding. A dinosaur blanked the bride.""",Janet Ryan,ate,Avery Schreiber,kissed,no,Brett Somers,attacked,no,Gary Burghoff,ate,yes,Trish Stewart,gave away,no,Richard Dawson,ate,yes,Patti Deutsch,ate,yes
75,392,473,2,A,I've got a riddle for you: What's small and green and leaps tall buildings in a single bound? Answer: Super Blank.,Nancy Cash,grasshopper,Avery Schreiber,inchworm,no,Brett Somers,pea,no,Gary Burghoff,hopper,yes,,,,Richard Dawson,frog,no,Patti Deutsch,mold,no
75,392,474,1,B,"The Indian said, ""Me only wear Indian blanket when tourists around. When tourists leave, me put on blank.""",Todd Thompson,nothing,Avery Schreiber,makeup,no,Brett Somers,dress,no,Gary Burghoff,tux,no,Trish Stewart,teepee,no,Richard Dawson,dress,no,Patti Deutsch,ballgown,no
75,392,474,1,A,"Everybody here knows that Trish Stewart stars in a marvelous soap opera, The Young and the Restless. Brett is going to star in a new soap opera called The Old and the Blankless.",Janet Ryan,reck,Avery Schreiber,sugar,no,Brett Somers,neverthe,no,Gary Burghoff,cloth,no,Trish Stewart,taste,no,Richard Dawson,hair,no,Patti Deutsch,truss,no
