Season,Episode,Game,Round,Question,Question Text,Contestant ID,Contestant Answer,Panelist 1 Answer,Panelist 1 Matched,Panelist 2 Answer,Panelist 2 Matched,Panelist 3 Answer,Panelist 3 Matched,Panelist 4 Answer,Panelist 4 Matched,Panelist 5 Answer,Panelist 5 Matched,Panelist 6 Answer,Panelist 6 Matched,Alternate Panelist,Alternate Panelist Position,Notes
74,194,251,1,A,"Here's a TV Guide listing: Saturday night, CBS, M*A*S*H. Hot Lips loses her blank on the operating table. ",250,virtue,lips,no,innocence,yes,virginity,yes,temper,no,virtue,yes,appendix,no,,,
74,194,251,2,A,"After sitting for two hours in the restaurant, Julian finally got the waiter's attention by blanking on the table.",251,standing,,,vomiting,no,,,,,,,banging,no,,,
74,194,251,2,B,"The royal executioner said, ""I just can't wait til my birthday. My mother is making me a new blank.""",250,mask,hood,yes,,,,,rope,no,,,axe,no,,,
74,194,251,tie1,B,"Fay Wray said, ""Do you know what King Kong did at Christmas? He blanked my Christmas tree.""",251,ate,lit,no,ate,yes,ate,yes,decorated,no,ate,yes,ate,yes,,,
74,194,251,tie1,A,"Harvey said, ""My dog acts just like a person. He even uses the blank.""",250,bathroom,toilet,yes,john,yes,water closet,yes,bathroom,yes,car,no,john,yes,,,
74,195,252,1,B,"Colonel Sanders' new car is powered by live chickens. The only problem is, whenever he makes a quick stop, it blanks.",252,lays an egg,squats,no,clucks,no,lays a dozen eggs,yes,fouls,no,lays an egg,yes,cackles,no,,,
74,195,252,1,A,"Mrs. Olson said, ""Cathy, take it from me, your coffee tastes funny because you wash your blank in the coffee pot.""",250,lingerie,filter,no,baby,no,bra,no,stockings,no,socks,no,panties,yes,,,
74,195,252,2,A,Did you hear what happened to Tom while he was sleeping on the beach? A giant crab took his blank away.,252,swimming trunks,blanket,no,lunch,no,,,bathing suit,yes,,,towel,no,,,
74,195,252,2,B,"Long John Silver said, ""Aye, that new pirate is a strange one. Last night, I caught him kissing my blank.""",250,wooden leg,dog,no,first mate,no,first mate,no,first mate,no,,,,,,,
74,196,253,1,A,"While the Jolly Green Giant was walking along the highway, he got really hungry and ate a Mazda. Now every time he blanks, he goes hmmmm.",253,burps,ho-ho-hos,no,toots,no,swears,no,burps,yes,walks,no,belches,yes,,,
74,196,253,1,B,"The holdup man was so nervous, instead of pulling his gun out of his pocket, he pulled out his blank.",252,wallet,finger,no,whistle,no,comb,no,wallet,yes,comb,no,key,no,,,
74,196,253,2,A,"Sam was stranded in the burning desert so long, he tried to blank a mirage.",253,drink,drink,yes,marry,no,kiss,no,,,drink,yes,,,,,
74,196,253,2,B,"Sally the Girl Scout said, ""Nobody was buying my cookies, so I decided to sell my blank.""",252,self,uniform,no,body,yes,bod,yes,,,uniform,no,badges,no,,,
74,196,254,1,A,"The cannibal said, ""I like girls with blank on them.""",254,hair,meat,no,meat,no,meat,no,flesh,no,meat,no,fat,no,,,
74,197,254,1,B,"After Harry's wife threw herself under a moving steamroller, Harry blanked her up.",253,picked,pumped,no,puffed,no,pumped,no,scraped,no,rolled,no,rolled,no,,,
74,197,254,2,A,"Rocco said, ""This neighborhood is so tough that when I walk down the street, I keep both hands on my blank.""",254,gun,wallet,no,hips,no,gun,yes,wallet,no,gun,yes,mother,no,,,
74,197,254,2,B,"Jack Benny said, ""Well, every time I just look at my very expensive Stradivarius violin, I want to blank it.""",253,kiss,play,no,kiss,yes,play,no,play,no,kiss,yes,kiss,yes,,,
74,197,255,1,A,It is a little-known fact of history that Euell Gibbons ate George Washington's blank.,255,hickory nut,cherry tree,no,wife,no,ponytail,no,cookies,no,teeth,no,false teeth,no,,,
74,197,255,1,B,"The rumor is all over the kingdom. At night, Sir Lancelot often blanks in his suit of armor.",253,sleeps,sleeps,yes,sleepwalks,no,sleepwalks,no,sleeps,yes,sleeps,yes,sleeps,yes,,,
74,198,255,2,A,"The scuba diver said to the psychiatrist, ""You may think I'm crazy, but I've fallen in love with a blank.""",255,fish,fish,yes,mermaid,no,mermaid,no,mermaid,no,fish,yes,fish,yes,,,
74,198,256,1,A,"The Jolly Green Giant is so big, he uses the Statue of Liberty as a blank.",256,girlfriend,hat rack,no,girlfriend,yes,night light,no,toothpick,no,night light,no,toothpick,no,,,
74,198,256,1,B,"Larry got so hungry, he ran his blank through the meat grinder and made a hamburger.",253,hand,tongue,no,arm,no,tie,no,fist,yes,hand,yes,dog,no,,,
74,198,256,2,A,"When the Godfather goes skin diving, he doesn't fill his scuba tanks with air. He fills them with blank.",256,money,cement,no,,,sangue,no,wine,no,spaghetti sauce,no,spaghetti,no,,,
74,199,257,1,A,"The Martian said to the Galloping Gourmet, ""This is the most beautiful woman I ever saw,"" and the Galloping Gourmet said, ""That's no woman, that's my blank!""",257,wife,dessert,no,mousse,no,pot,no,souffle,no,jello mold,no,stuffed turkey,no,,,
74,199,257,1,B,"As soon as you walk into Pete's living room, you know he's an airline pilot because he has blanks on his couch.",253,wings,stewardesses,no,caps,no,wings,yes,stewardesses,no,stewardesses,no,stewardesses,no,,,
74,199,257,2,A,"At the South Pole, it is against the law for a man to blank a penguin.",257,date,rub noses,no,marry,no,kiss,no,shoot,no,love,no,eat,no,,,
74,199,258,1,B,"As they led Frankie to the electric chair, the warden asked him for his last request, and Frankie said, ""Warden, could you hold my blank?""",258,hand,hand,yes,hand,yes,hand,yes,hand,yes,hand,yes,hand,yes,,,
74,199,258,1,A,The surgeon trimmed his front hedge to look like a giant blank.,253,stethoscope,heart,no,scalpel,no,scalpel,no,operating table,no,tonsil,no,kidney,no,,,
74,200,258,2,A,"At the party, Dumb Dora ran out of dishes, so she served the party dip in her blank.",253,bra,ashtrays,no,dishpan,no,bra,yes,bra,yes,bra,yes,bra,yes,,,
74,200,259,1,B,"Waldo is a human compass. Wherever he is, his blank points north.",259,nose,nose,yes,body,no,nose,yes,nose,yes,nose,yes,nose,yes,,,
74,200,259,1,A,"Special Agent Maxwell Smart said, ""James Bond fought great criminals like Goldfinger. Me? I have to fight freaks like Blankfinger.""",258,lead,brass,no,index,no,tin,no,no,no,silly putty,no,tin,no,,,
74,200,259,2,B,"Gungarama lost his dog, so he trained his elephant to blank.",259,bark,,,heel,no,,,,,,,,,,,
74,200,259,2,A,"Last Christmas, Santa Claus got so drunk, he tried to stuff his blank into the sack.",258,wife,reindeer,no,beard,no,,,,,,,,,,,
74,201,260,1,B,"The 97-year-old man said, ""Whenever I go streaking, I always take my blank.""",260,cane,wife,no,wife,no,hot water bottle,no,geritol,no,wheelchair,no,nurse,no,,,
74,201,260,1,A,"To keep people from bumping into it in the dark, Ralph hung a red light on his blank.",259,bed,bicycle,no,nose,no,nose,no,nose,no,bike,no,foot,no,,,
74,201,260,2,B,"Elkie said, ""I was engaged to a midget, but we broke up because we had trouble blanking.""",260,kissing,seeing eye to eye,no,eating,no,dancing,no,dancing,no,seeing eye to eye,no,seeing eye to eye,no,,,
74,201,260,2,A,"When the Lone Ranger discovered he was allergic to horses, he got rid of Silver and rode through the West on a blank.",259,bicycle,tonto,no,jackass,no,mazda,no,747,no,cow,no,broom,no,,,
74,201,260,tie1,B,Harry's job requires him to put holes in things. He works in a blank factory.,260,cabinet,swiss cheese,no,door,no,donut,no,swiss cheese,no,cheese,no,bowling ball,no,,,
74,201,260,tie1,A,"At the close of the opera, the soprano hit a really high note, and her contact lenses blanked.",259,broke,broke,yes,,,,,,,,,,,,,
74,202,261,1,B,"One flea said to the other flea, ""My wife Gladys is a real social climber. She wants us to move from a dog to a blank.""",261,cat,siamese cat,yes,person,no,horse,no,person,no,human,no,horse,no,,,
74,202,261,1,A,"The Godfather said, ""Vito, I'm leaving the business in your hands. I'm going to Hollywood to blank Gene Rayburn.""",259,kill,kiss,no,shoot,yes,rub out,yes,replace,no,hit,yes,match,no,,,
74,202,261,2,B,"Little Bo Peep lost her sheep and didn't know where to find them. ""Hey, Bo Peep,"" a friend said. ""The Jolly Green Giant blanked them.""",261,canned,,,ate,no,took them in from the rain,no,ate,no,ate,no,,,,,
74,202,262,1,B,"Harry said, ""That was some crazy wedding last night. Just as the bride said 'I do,' the best man blanked in the aisle.""",262,fainted,fainted,yes,threw up,no,fainted,yes,fainted,yes,threw up,no,fell,no,,,
74,202,262,1,A,"Grace said, ""I don't know if it's true or not, but I hear Liberace's underwear is lined with blank.""",259,piano keys,sequins,no,pianos,no,mink,no,rhinestones,no,sequins,no,mink,no,,,
74,203,262,2,B,"Mrs. Euell Gibbons said, ""I don't know what I'm going to do with Euell. Last night in his sleep, he ate the blank.""",262,bed,,,bed,yes,,,,,mattress,no,bed,yes,,,
74,203,262,2,A,"Jonah called from inside the whale's stomach, ""Everybody thinks I'm funny except this whale! Whenever I tell a joke, he blanks!""",259,burps,lets out his air,no,spits,no,,,,,,,,,,,
74,203,263,1,A,"The difference between heaven and the other place is, in heaven, everybody looks like Elaine Joyce, and in the other place, everybody looks like blank.",263,the devil,hell,no,jack klugman,no,the broad on my right,no,margaret main,no,elaine joyce,no,the devil,yes,,,
74,203,263,1,B,"Here's a TV Guide listing: Wednesday night, CBS, Kojak. Lieutenant Kojak tries a bottle of hair restorer. His hair grows, but his blank falls off.",262,ears,nose,no,chin,no,ears,yes,head,no,ears,yes,nose,no,,,
74,203,263,2,A,"Irving the sculptor said, ""My work never lasts. Maybe it's because I make my statues out of blank.""",263,ice,ice,yes,clay,no,ice,yes,chopped liver,no,whipped cream,no,,,,,
74,204,263,2,B,"One ant said to another, ""The next time that nasty anteater sticks his tongue into our anthill, let's blank it.""",262,sting,bite,yes,bite it off,yes,,,eat,no,,,,,,,
74,204,264,1,B,"The patient said to the psychiatrist, ""Doctor, why is the couch covered with melted butter?"" and the doctor said, ""Because my last patient thought he was a blank.""",264,pancake,bread,no,english muffin,no,lobster,no,popcorn,no,waffle,yes,pancake,yes,,,
74,204,264,1,A,"Betty White said to Allen Ludden, ""You should get a stronger pair of glasses, dear. That's not my ear you're whispering in. It's my blank.""",262,nose,nose,yes,bosom,no,eye,no,navel,no,nose,yes,nose,yes,,,
74,204,264,2,B,The hair on Jerry's head looked funny because it was transplanted from a blank.,264,horse,monkey,no,sheep,no,porcupine,no,gorilla,no,,,,,,,
74,205,265,1,B,Chiquita was voted the most popular exotic dancer of the century. Her blanks are on display at the World's Fair.,265,pictures,g-strings,no,g-strings,no,silk bananas,no,bananas,no,bananas,no,maracas,no,,,
74,205,265,1,A,"The magician reached into his hat and said, ""Uh oh, something's wrong. My hat is full of blank.""",262,tutu,chickens,no,rabbit doo doo,yes,silk bananas,no,bananas,no,bunny rabbits,no,little rabbits,no,,,
74,205,265,2,A,"Count Dracula was brokenhearted. During spring cleaning, his wife gave his blank to the Salvation Army.",265,mask,coffin,no,cape,no,cape,no,blood,no,coffin,no,cape,no,,,
74,205,266,1,A,"Martha Washington said, ""Looks like George just took a bath. That's his blank floating in the bathtub.""",266,teeth,rubber duck,no,wig,no,american rubber duck,no,rubber duckie,no,teeth,yes,wig,no,,,
74,205,266,1,B,The absent-minded chef put gravy on his dog and took the blank for a walk.,262,turkey,pot,no,roast,no,roast,no,roast duck,no,roast,no,roast,no,,,
74,206,266,2,A,"Joe said to the doctor, ""You're not gonna believe this, but my wife tried to straighten my blank with a hammer.""",266,nose,head,no,back,no,nose,yes,head,no,,,leg,no,,,
74,206,266,2,B,"There's a new type of parking meter in New York City. When the time runs out, it blanks your car.",262,hits,tickets,no,blows up,no,tows away,no,tows away,no,tickets,no,,,,,
74,206,267,1,B,"Bluebeard the pirate said, ""Aye, I'll not be letting Euell Gibbons on my ship again. Last time out, he ate my blank.""",263,wooden leg,poop deck,no,mast,no,parrot,no,wooden leg,yes,wooden leg,yes,rudder,no,,,
74,206,267,1,A,Have you heard about Charles Nelson Reilly? He got a blank while streaking.,266,chill,cold,yes,cop,no,cold,yes,cold,yes,sunburn,no,offer,no,,,
74,206,267,2,B,"Dr. Frankenstein said, ""I just installed a television set in my monster. I put the screen in his forehead and the works in his blank.""",263,drawers,navel,no,behind,no,rear end,no,,,,,belly,no,,,
74,207,268,1,B,"Have you seen the new Godfather rag doll? Instead of rags, it's stuffed with blank.",267,money,bullets,no,pasta,no,carnations,no,guns,no,bullets,no,spaghetti,no,,,
74,207,268,1,A,"Bernie is a really rotten songwriter. Instead of writing, ""I've grown accustomed to your face,"" he wrote, ""I've grown accustomed to your blank.""",266,nose,breath,no,cooking,no,nose,yes,bod,no,base,no,nose,yes,,,
74,207,268,2,B,"When the 102-year-old man married the 97-year-old woman, they spent their entire honeymoon trying to get out of the blank.",267,church,bed,no,bed,no,church,yes,bed,no,car,no,church,yes,,,
74,207,268,2,A,"O'Hara said, ""I'll never fight Kid Hogan again. In our last bout, I almost could not bear to punch him because he disguised himself as my blank.""",266,mother,priest,no,mother,yes,,,,,,,,,,,
74,208,269,1,B,"For the king's birthday, the royal cooks always make a huge bowl of Jell-O, and every year, the king blanks in it.",268,sits,vomits,no,sits,yes,sits,yes,jumps,no,sits,yes,bathes,no,,,
74,208,269,1,A,"Not many people know this, but between shows, we keep Brett locked up in a file cabinet, and we file her under H for blank.",266,happy,humility,no,dumb,no,heavenly,no,happy,yes,happy,yes,happy,yes,,,
74,208,269,2,B,"Linda said, ""The highlight of my wedding reception was when a pair of lovebirds flew out of my blank.""",268,bra,wedding cake,no,,,,,bouquet,no,,,cake,no,,,
74,208,269,2,A,"The Lone Ranger left Tonto when he discovered that ""Kemosabe"" is Indian for ""You're as blank as your horse.""",266,ugly,dumb,no,dumb,no,conceited,no,,,,,,,,,
74,208,269,tie1,B,"The kangaroo said, ""I live in a tough neighborhood, so I carry a blank in my pouch.""",268,gun,gun,yes,knife,no,gun,yes,bodyguard,no,gun,yes,weapon,no,,,
74,208,269,tie1,A,"When Carl spilled his bottle of hair grower, hair started sprouting from his blank.",266,foot,rug,no,sink,no,feet,yes,foot,yes,feet,yes,floor,no,,,
74,208,269,tie2,B,"After a hearty meal, the cowboys all sat around the campfire and started to blank.",268,drink,belch,no,belch,no,burp,no,burp,no,sing,no,belch,no,,,
74,208,269,tie2,A,"The movie director said to King Kong, ""Kong, baby, Fay Wray says she won't do any more scenes with you until you blank.""",266,bathe,shave,no,shave,no,wash,yes,,,,,,,,,
74,209,270,1,B,All the little people in the valley got mad when the Jolly Green Giant blanked their lake.,269,swam in,polluted,no,drank,no,drank,no,drank,no,soiled,no,stepped in,no,,,
74,209,270,1,A,"When Max got home from work, he found a note in his dog's handwriting which said, ""I'm leaving you, and I’m taking your blank!""",266,wife,wife,yes,station wagon,no,hydrant,no,slippers,no,bone,no,leash,no,,,
74,209,270,2,B,"The loan shark said to Cleopatra, ""You can have the loan, but we'll have to hold your blank as collateral.""",269,bed,asp,no,asp,no,asp,no,asp,no,asp,no,asp,no,,,
74,209,271,1,A,"John Cameron Swayze said, ""The only time the watch ever stopped ticking was when we strapped it to Kaye Stevens' blank.""",270,mouth,mouth,yes,mouth,yes,face,no,head,no,tongue,no,fanny,no,,,
74,210,271,1,B,"I've got good news and bad news, folks. First, the bad news: a giant meteor is speeding toward the Earth. And the good news: it's headed right for blank.",266,washington,washington d.c.,yes,washington,yes,washington,yes,santa,no,white house,no,cleveland,no,,,
74,210,271,2,B,"The farmer said, ""My new scarecrow is so scary, that when my wife saw it, she blanked.""",270,fainted,,,,,fainted,yes,fainted,yes,screamed,no,screamed,no,,,
74,210,271,2,A,"The bullfighter said, ""This is the meanest bull in all of Spain. He has blank on his horns.""",266,spurs,,,,,,,blood,no,blood,no,blood,no,,,
74,210,272,1,A,"Gertrude said to Harvey, ""It was nice when you said my mother reminded you of a movie star, but it was rotten to say it was blank.""",271,frankenstein,lassie,no,marjorie main,no,lassie,no,lassie,no,lassie,no,rin-tin-tin,no,,,
74,210,272,1,B,"Dr. Welby said, ""Consuela, why don't you come over for dinner tonight? I'm making my specialty, a meatloaf in the shape of a blank.""",270,heart,hospital,no,stethoscope,no,tamale,no,bladder,no,appendix,no,liver,no,,,
74,211,272,2,A,"Jessica said, ""The only thing wrong with being married to a dog trainer is every night, he tells me to blank.""",271,sit up and beg,heel,no,lay down,no,play dead,no,bark,no,heel,no,roll over,no,,,
74,211,272,2,B,"Jane said, ""I can always tell when Tarzan's been out with Chita. He comes home with bananas on his blank.""",270,breath,breath,yes,,,,,,,,,,,,,
74,211,273,1,A,"Sherlock Holmes said, ""My dear Watson, how do you expect me to solve this case with you sitting on my blank?""",272,magnifying glass,pipe,no,lap,no,magnifying glass,yes,violin,no,magnifying glass,yes,lap,no,,,
74,211,273,1,B,"Here's a TV Guide listing: Tuesday night, CBS, Cannon. Cannon goes to a Hawaiian luau and gets a blank stuck in his mouth.",270,apple,lei,no,pineapple,no,canoe,no,lei,no,apple,yes,lei,no,,,
74,212,273,2,A,"When the fan belt in Stanley's car broke, he used his girlfriend's blank instead.",272,bra,bra,yes,girdle,no,,,bra,yes,,,garter belt,no,,,
74,212,273,2,B,"The groom was so absent-minded, he left his bride at the reception and spent the wedding night with the blank.",270,best man,best man,yes,best man,yes,best man,yes,best man,yes,,,best man,yes,,,
74,212,274,1,B,Nutty Nelson tried to keep the bomb from exploding by blanking on it.,273,sitting,sitting,yes,sitting,yes,sitting,yes,spitting,no,sitting,yes,sitting,yes,,,
74,212,274,1,A,"When the Match Game panel goes streaking down the Sunset Strip, they make blank wear a raincoat.",270,brett,brett,yes,charles,no,brett,yes,richard dawson,no,brett,yes,brett,yes,,,
74,213,274,2,B,"Charlie said, ""I have my income tax prepared by a trained monkey. You ought to try him. He works for blank.""",273,bananas,,,,,,,richard dawson,no,,,,,,,
74,213,274,2,A,"Sharon wrote this poem about her new husband: ""Before we were married, he gave me a mink, but this year for Christmas, he gave me a blank.""",270,drink,,,stink,no,,,wink,no,,,,,,,
74,213,275,1,B,"The mad scientist said to Nick, ""Hehehe, how would you like to be the first man on Earth to have a plastic blank?""",274,brain,nose,no,body,no,brain,yes,woman,no,woman,no,wife,no,,,
74,213,275,1,A,"Mark Goodson said, ""I've been watching Gene Rayburn lately, and if you ask me, it's about time to give him a blank.""",273,raise,raise,yes,raise,yes,raise,yes,raise,yes,raise,yes,raise,yes,,,
74,213,275,2,A,"Sometimes for laughs, the Three Musketeers would blank each other.",274,kiss,goose,no,duel,no,,,fight,no,,,duel,no,,,
74,214,276,1,B,Harry crossed an elephant with a greyhound. Now he has an elephant that blanks.,275,barks,eats dog food,no,drives a bus,no,races,no,races,no,sprints,no,drives a bus,no,,,
74,214,276,1,A,"You all remember the song ""Raindrops Keep Falling On My Head?"" There's a new song written by the orchestra leader at the burlesque house called ""Blanks Keep Falling On My Head.""",273,g-straps,bubbles,no,g-strings,yes,g-strings,yes,bubbles,no,g-strings,yes,g-strings,yes,,,
74,214,276,2,B,"The cannibal said, ""I ate my mother-in-law last night. Boy, was she blank.""",275,tough,tough,yes,tough,yes,tough,yes,tough,yes,tough,yes,tough,yes,,,
74,214,276,2,A,"Sam the garbage man said, ""Believe it or not, I found my blank down at the dump.""",273,wife,wife,yes,,,,,wife,yes,,,,,,,
74,214,276,tie1,B,Long John Silver's parrot is just like him. It even has a blank.,275,peg leg,peg leg,yes,wooden leg,yes,wooden leg,yes,peg leg,yes,wooden leg,yes,wooden leg,yes,,,
74,214,276,tie1,A,"The camp counselor telephoned, ""Hello, Mrs. Farber? I called to tell you that your daughter is blank.""",273,lost,pregnant,no,pregnant,no,pregnant,no,pregnant,no,pregnant,no,pregnant,no,,,
74,215,277,1,B,"When Tom Thumb got a tiny little hunting rifle for Christmas, he went right out and shot a tiny little blank.",276,mouse,bug,no,mouse,yes,rabbit,no,bug,no,bird,no,bird,no,,,
74,215,277,1,A,"Robinson Crusoe said to Friday, ""I like you a lot, but you just don't blank like my wife.""",275,kiss,cook,no,kiss,yes,cook,no,cook,no,look,no,cook,no,,,
74,215,277,2,A,"The Secretary of Agriculture reported, ""Last year, the corn was as high as an elephant's eye. We weren't so lucky this year because now, it's only as high as an elephant's blank.""",276,knee,foot,no,,,rear,no,shin,no,rear,no,foot,no,,,
74,215,277,2,B,"Stephanie said, ""Everything in my new house is so mixed up that the Ty-D-Bol Man is floating around in my blank.""",275,bathtub,washing machine,no,,,sink,no,bathtub,yes,,,,,,,
74,216,278,1,A,Poor Orson Bean. He stayed in the steam bath too long and his blank shrank.,277,body,towel,no,skin,no,whole body,yes,shorts,no,skin,no,body,yes,,,
74,216,278,1,B,"Cinderella said, ""My fairy godmother got so drunk at the ball, she took her magic wand, walked over to my handsome prince, and blanked him.""",275,beat,bopped,yes,belted,yes,kissed,no,hit,yes,whacked,yes,hit,yes,,,
74,216,278,2,A,"The dentist said, ""Pinocchio squirmed so much, I had to blank him to the chair.""",277,nail,screw,no,nail,yes,,,nail,yes,nail,yes,,,,,
74,216,278,2,B,"King Neptune had been under the sea so long, he had blank between his toes.",275,blood,,,,,barnacles,no,,,,,,,,,
74,216,278,tie1,B,"Harvey said, ""Boy, am I humiliated. Not only was I fired, but my replacement is a blank.""",277,woman,girl,yes,woman,yes,girl,yes,girl,yes,lady,yes,girl,yes,,,
74,216,278,tie1,A,"The stewardess announced, ""All passengers flying on El Cheapo tourist fares are not permitted to use the blank.""",275,washroom,bathrooms,yes,facilities,yes,kitty hawk luxury john,yes,restroom,yes,john,yes,bathroom,yes,,,
74,216,278,tie2,A,"The man at the car wash said to Noah, ""Wait a minute, fella. You can't take your blank through my car wash.""",277,ark,ark,yes,ark,yes,ark,yes,ark,yes,ark,yes,ark,yes,,,
74,217,278,tie2,B,"General Custer said to his men, ""Don't worry about this arrow sticking through my neck. It only hurts when I blank.""",275,swallow,laugh,no,laugh,no,laugh,no,laugh,no,laugh,no,laugh,no,,,
74,217,279,1,B,Brian sat in the first row at the burlesque show and got hit in the mouth with a blank.,278,boob,falsie,no,bosom,yes,boob,yes,pasty,no,g-string,no,g-string,no,,,
74,217,279,1,A,"Joe said, ""This is really authentic bathtub gin. Every bottle has a little blank in it.""",277,soap,soap,yes,plug,no,stopper,no,soap suds,yes,soap,yes,soap,yes,,,
74,217,279,2,B,"When William Tell's son saw how drunk his father was, he took the apple off his head and put on a blank.",278,watermelon,watermelon,yes,,,,,pumpkin,no,bucket,no,watermelon,yes,,,
74,217,279,2,A,"In cannibal country, Mom's apple pie has blank in it.",277,people,,,people,yes,people,yes,,,,,,,,,
74,218,280,1,B,"The gangster said, ""Today I got right in to see the doctor. All the patients in the waiting room ran right out as soon as they saw my blank.""",279,gun,gun,yes,rash,no,gun,yes,gun,yes,pistol,yes,gun,yes,,,
74,218,280,1,A,"When Fannie Flagg went streaking through the University of Alabama, she was easy to recognize. She was the only one with a Confederate flag on her blank.",277,chest,bum,no,face,no,chest,yes,fanny,no,derriere,no,fanny,no,,,
74,218,280,2,B,"Benedict Arnold was so rotten, he even set fire to George Washington's blank.",279,hatchet,,,cherry tree,no,,,,,,,,,,,
74,218,280,2,A,"Bruce the hairdresser said, ""Sometimes I get so mad at my customers, I could blank.""",277,scream,scream,yes,scream,yes,,,scream,yes,scream,yes,scream,yes,,,
74,219,281,1,B,"The Lone Ranger said, ""The reason I never got married is that I've never found a girl who could blank like Tonto.""",280,ride,kiss,no,ride,yes,cook,no,cook,no,ride,yes,cook,no,,,
74,219,281,1,A,"For their 75th wedding anniversary, Grandpa and Grandma said, ""Give us something useful,"" so their family gave them his-and-her blanks.",277,rocking chairs,beds,no,divorce papers,no,pep-up pills,no,beds,no,wheelchairs,no,rocking chairs,yes,,,
74,219,281,2,B,"Eve said, ""Adam has broken out in a terrible rash. I think it's because he's allergic to blank.""",280,apples,apples,yes,,,apples,yes,fig leaves,no,,,apples,yes,,,
74,219,281,2,A,"At the pet shop, Dumb Dora said to the salesman, ""If that's a police dog, where's his blank?""",277,badge,badge,yes,uniform,no,badge,yes,badge,yes,badge,yes,,,,,
74,219,281,tie1,A,"Colonel Sanders said, ""I had a terrible nightmare last night. I dreamed a giant chicken tried to blank me.""",280,pluck,eat,no,fry,no,sell,no,eat,no,eat,no,eat,no,,,
74,219,281,tie1,B,"When Cheap Charlie heard a new phonograph needle was going to cost twenty dollars, he tried to play the records with his blank.",277,fingernail,fingernail,yes,,,,,,,,,nose,no,,,
74,219,282,1,A,"Dr. Frankenstein said to the tailor, ""Could you make for my monster a nice blue suit? He needs it for his blank.""",281,funeral,bar mitzvah,no,wedding,no,bar mitzvah,no,bar mitzvah,no,wedding,on,bar mitzvah,no,,,
74,220,282,1,B,"Dick Tracy said, ""I traded in my wrist radio for a wrist television, and that's why I've got this huge antenna sticking out of my blank.""",277,head,pants,no,navel,no,head,yes,ear,no,hat,yes,head,yes,,,
74,220,282,2,B,Sometimes Weird Willy would go out on his terrace and blank on the people below.,281,tinkle,tinkle,yes,make dee dee,yes,make wee wee,yes,spy,no,spit,no,spit,no,,,
74,220,282,2,A,"Here's a TV Guide listing: Tuesday night, CBS, Cannon. Cannon breaks up a marijuana smuggling ring and blanks the evidence.",277,smokes,smokes,yes,smokes,yes,,,smokes,yes,,,,,,,
74,220,283,1,B,"The Godfather didn't have any decorations for the Christmas tree, so he hung blank from it.",282,spaghetti,bodies,no,fingers,no,spaghetti,yes,bodies,no,bullets,no,bodies,no,,,
74,220,283,1,A,"When little Lulu's boyfriend left her for another girl, little Lulu laughed and laughed because she knew that that little girl was a little blank.",277,boy,tease,no,boy,yes,boy,yes,boy,yes,boy,yes,cartoon,no,,,
74,221,283,2,B,Everyone in the land of Oz was surprised when the Tin Man blanked a garbage can.,282,kissed,married,no,kicked,no,,,married,no,,,,,,,
74,221,284,1,B,"Raquel said, ""I met this weirdo who claimed to be William Tell. Instead of shooting an apple off my head, he wanted to shoot a blank off my chest.""",283,apple,balloon,no,hand,no,double martini,no,watermelon,no,bra,no,pear,no,,,
74,221,284,1,A,"When Richard Dawson applied for the job as the human cannonball, they asked about his experience, and Richard said, ""I've never been shot out of a cannon, but once I was thrown out of a blank.""",277,bar,hotel,no,saloon,yes,bar,yes,bar,yes,bed,no,car,no,,,
74,221,284,2,B,The incredible shrinking man shrank so much he was blanked by a fly.,283,ate,eaten,yes,eaten,yes,swatted,no,eaten,yes,killed,no,ate,yes,,,
74,221,284,2,A,"Hansel said to Gretel, ""That wicked witch is so ugly, even her blanks have warts.""",277,hands,warts,no,,,,,,,warts,no,warts,no,,,
74,222,285,1,A,"When Brett went streaking through the studio, the whole audience blanked.",284,laughed,closed their eyes,no,gasped with desire,no,left,no,yawned,no,laughed,yes,screamed,no,,,
74,222,285,1,B,"The bullfighter said, ""That bull is the one Jose fought. I know this because I can see Jose's blank hanging from his horns.""",283,pants,pants,yes,uniform,no,pants,yes,body,no,underpants,no,pants,yes,,,
74,222,285,2,A,"After forty years in the harbor, Tugboat Annie began to blank like her boat.",284,smell,sway,no,toot,no,toot,no,smell,yes,,,look,no,,,
74,223,286,1,A,"The Galloping Gourmet said, ""I started galloping the day I first ate my specialty, blank soup.""",285,wine,prune,no,boston bean,no,jumping bean,no,prune,no,prune,no,horse,no,,,
74,223,286,1,B,"Larry said, ""Boy, that new off-Broadway play is really wild. For the finale, the actors bring the entire audience on stage and blank them.""",283,strip,kiss,no,strip,yes,kiss,no,undress,yes,strip,yes,undress,yes,,,
74,223,286,2,B,"The Jolly Green Giant is very patriotic. For the Fourth of July, he painted his blank red, white, and blue.",285,cans,beanpole,no,carrot,no,cans,yes,stalk,no,peas,no,valley,no,,,
74,223,287,1,A,"The Godfather said, ""My house is like a museum. In the living room, my first blank is hanging on the wall.""",286,killing,hit,yes,body,yes,body,yes,shiv,no,hit,yes,gun,no,,,
74,224,287,1,B,"When the Frankenstein monster went trick-or-treating, he wanted to frighten everyone, so he disguised himself as blank.",283,a monster,phyllis diller,no,gene rayburn,no,brett,no,nixon,no,brett,no,little bo peep,no,,,
